phase,project,model,run,functional_score,non_functional_score,maintainability,security,robustness,performance,resource,perf_elapsed_time_s,avg_memory_mb,avg_cpu_percent,high_risk_count,mi_min,robust_passed,robust_total,repo_path,task_yaml,package_name
reruns,Pendulum,claude-4.5-sonnet,5,0.0,0.5993,0.9982,1.0,0.0,0.0,0.0,1.722217,35.88,100.0,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Petl,gpt-5.2,1,0.4167,0.4,0.0,1.0,1.0,0.0,0.0,1.698683,36.3,98.2,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,gpt-5.2,2,0.4167,0.4,0.0,1.0,1.0,0.0,0.0,1.704182,35.25,97.4,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,gpt-5.2,3,0.4167,0.4,0.0,1.0,1.0,0.0,0.0,1.892558,36.52,96.4,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,gpt-5.2,4,0.4167,0.4,0.0,1.0,1.0,0.0,0.0,1.729231,35.98,99.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,gpt-5.2,5,0.4167,0.4,0.0,1.0,1.0,0.0,0.0,1.675288,35.99,99.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,gemini-3-pro-preview,1,0.5,0.4,0.0,1.0,1.0,0.0,0.0,1.659058,36.07,99.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,gemini-3-pro-preview,2,0.5,0.4,0.0,1.0,1.0,0.0,0.0,1.810012,35.46,99.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,gemini-3-pro-preview,3,0.5,0.4,0.0,1.0,1.0,0.0,0.0,1.87255,36.35,97.2,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,gemini-3-pro-preview,4,0.5,0.4,0.0,1.0,1.0,0.0,0.0,1.784066,35.75,98.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,gemini-3-pro-preview,5,0.5,0.4,0.0,1.0,1.0,0.0,0.0,1.673313,36.59,99.9,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,claude-4.5-sonnet,1,0.4167,0.4,0.0,1.0,1.0,0.0,0.0,1.710382,35.95,102.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,claude-4.5-sonnet,2,0.4167,0.4,0.0,1.0,1.0,0.0,0.0,1.672071,35.6,98.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,claude-4.5-sonnet,3,0.4167,0.4,0.0,1.0,1.0,0.0,0.0,1.676034,36.2,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,claude-4.5-sonnet,4,0.4167,0.4,0.0,1.0,1.0,0.0,0.0,1.826335,35.49,98.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Petl,claude-4.5-sonnet,5,0.4167,0.4,0.0,1.0,1.0,0.0,0.0,1.692918,35.49,100.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Petl,D:\桌面\RAL-Bench\tasks\Petl\petl.yaml,petl
reruns,Pygments,gpt-5.2,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.755335,35.47,98.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,gpt-5.2,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.678366,35.47,103.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,gpt-5.2,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.660244,36.11,99.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,gpt-5.2,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.685914,35.88,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,gpt-5.2,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.676404,35.77,94.9,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,gemini-3-pro-preview,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391117,13.87,99.9,0,0.0,0,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,gemini-3-pro-preview,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431038,13.91,99.7,0,0.0,0,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,gemini-3-pro-preview,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400013,13.81,94.8,0,0.0,0,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,gemini-3-pro-preview,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407791,14.09,110.5,0,0.0,0,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,gemini-3-pro-preview,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412189,14.2,105.3,0,0.0,0,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,claude-4.5-sonnet,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376849,14.16,94.7,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,claude-4.5-sonnet,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36839,13.91,99.7,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,claude-4.5-sonnet,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456524,14.02,95.3,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,claude-4.5-sonnet,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366346,14.05,105.3,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,Pygments,claude-4.5-sonnet,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387229,14.15,100.2,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Pygments,D:\桌面\RAL-Bench\tasks\Pygments\pygments.yaml,pygments
reruns,PyJWT,gpt-5.2,1,0.5455,0.7087,0.8576,1.0,1.0,0.0,0.0,1.652814,35.45,96.2,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,gpt-5.2,2,0.5455,0.7087,0.8576,1.0,1.0,0.0,0.0,1.671096,35.37,98.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,gpt-5.2,3,0.5455,0.7087,0.8576,1.0,1.0,0.0,0.0,1.696276,35.25,98.2,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,gpt-5.2,4,0.5455,0.7087,0.8576,1.0,1.0,0.0,0.0,1.675411,35.76,101.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,gpt-5.2,5,0.5455,0.7087,0.8576,1.0,1.0,0.0,0.0,1.716315,34.75,99.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,gemini-3-pro-preview,1,0.5455,0.7108,0.8633,1.0,1.0,0.0,0.0,1.648255,35.16,99.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,gemini-3-pro-preview,2,0.5455,0.7108,0.8633,1.0,1.0,0.0,0.0,1.775951,35.15,99.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,gemini-3-pro-preview,3,0.5455,0.7108,0.8633,1.0,1.0,0.0,0.0,1.655199,36.12,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,gemini-3-pro-preview,4,0.5455,0.7108,0.8633,1.0,1.0,0.0,0.0,1.673203,35.14,98.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,gemini-3-pro-preview,5,0.5455,0.7108,0.8633,1.0,1.0,0.0,0.0,1.660131,34.96,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,claude-4.5-sonnet,1,0.5455,0.7079,0.8553,1.0,1.0,0.0,0.0,1.766417,35.43,101.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,claude-4.5-sonnet,2,0.5455,0.7079,0.8553,1.0,1.0,0.0,0.0,1.748404,36.22,97.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,claude-4.5-sonnet,3,0.5455,0.7079,0.8553,1.0,1.0,0.0,0.0,1.705882,35.63,98.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,claude-4.5-sonnet,4,0.5455,0.7079,0.8553,1.0,1.0,0.0,0.0,1.71657,36.03,101.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyJWT,claude-4.5-sonnet,5,0.5455,0.7079,0.8553,1.0,1.0,0.0,0.0,1.654764,35.92,101.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\PyJWT,D:\桌面\RAL-Bench\tasks\PyJWT\pyjwt.yaml,jwt
reruns,PyPDF,gpt-5.2,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.700322,35.61,101.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,gpt-5.2,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.690577,36.08,102.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,gpt-5.2,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.767663,35.87,102.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,gpt-5.2,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.65599,35.27,97.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,gpt-5.2,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.638599,35.35,97.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,gemini-3-pro-preview,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.681099,35.91,99.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,gemini-3-pro-preview,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.748972,35.54,97.3,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,gemini-3-pro-preview,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.719773,34.99,97.2,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,gemini-3-pro-preview,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.684421,35.25,96.3,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,gemini-3-pro-preview,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.671217,35.64,97.3,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,claude-4.5-sonnet,1,0.0833,0.4,0.0,1.0,1.0,0.0,0.0,1.687998,35.44,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,claude-4.5-sonnet,2,0.0833,0.4,0.0,1.0,1.0,0.0,0.0,1.673372,35.83,98.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,claude-4.5-sonnet,3,0.0833,0.4,0.0,1.0,1.0,0.0,0.0,1.698923,35.69,98.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,claude-4.5-sonnet,4,0.0833,0.4,0.0,1.0,1.0,0.0,0.0,1.68071,35.44,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,PyPDF,claude-4.5-sonnet,5,0.0833,0.4,0.0,1.0,1.0,0.0,0.0,1.674062,35.55,99.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\PyPDF,D:\桌面\RAL-Bench\tasks\PyPDF\pypdf.yaml,pypdf
reruns,Requests,gpt-5.2,1,0.1,0.52,0.0,1.0,1.0,1.0,0.0,1.37158,37.3,73.1,0,0.0,5,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,gpt-5.2,2,0.1,0.52,0.0,1.0,1.0,1.0,0.0,1.367827,36.71,74.6,0,0.0,5,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,gpt-5.2,3,0.1,0.52,0.0,1.0,1.0,1.0,0.0,1.336725,36.75,74.0,0,0.0,5,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,gpt-5.2,4,0.1,0.52,0.0,1.0,1.0,1.0,0.0,1.351722,36.84,74.4,0,0.0,5,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,gpt-5.2,5,0.1,0.52,0.0,1.0,1.0,1.0,0.0,1.378977,36.85,73.6,0,0.0,5,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,gemini-3-pro-preview,1,1.0,0.6068,0.0,1.0,1.0,0.8655,0.858,2.28131,42.47,89.9,0,0.0,5,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,gemini-3-pro-preview,2,1.0,0.6132,0.0,1.0,1.0,0.9391,0.8376,2.102459,42.43,95.4,0,0.0,5,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,gemini-3-pro-preview,3,1.0,0.5995,0.0,1.0,1.0,0.8409,0.822,2.348061,42.68,99.1,0,0.0,5,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,gemini-3-pro-preview,4,1.0,0.5983,0.0,1.0,1.0,0.8079,0.8445,2.443748,42.4,93.6,0,0.0,5,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,gemini-3-pro-preview,5,1.0,0.6152,0.0,1.0,1.0,0.8632,0.9302,2.287231,42.44,75.0,0,0.0,5,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,claude-4.5-sonnet,1,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.714786,39.17,99.0,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,claude-4.5-sonnet,2,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.658935,40.15,99.1,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,claude-4.5-sonnet,3,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.614022,40.0,100.0,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,claude-4.5-sonnet,4,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.620944,40.29,96.5,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Requests,claude-4.5-sonnet,5,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.617333,39.81,99.1,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Requests,D:\桌面\RAL-Bench\tasks\Requests\requests.yaml,requests
reruns,Rich,gpt-5.2,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.640942,37.29,98.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,gpt-5.2,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.647768,37.17,98.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,gpt-5.2,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.651538,38.19,99.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,gpt-5.2,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.65521,37.07,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,gpt-5.2,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.774635,38.36,99.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,gemini-3-pro-preview,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.477064,33.65,102.2,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,gemini-3-pro-preview,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.519947,33.01,94.9,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,gemini-3-pro-preview,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.576042,33.72,95.9,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,gemini-3-pro-preview,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.886125,33.7,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,gemini-3-pro-preview,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.519502,33.63,98.9,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,claude-4.5-sonnet,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.506929,34.54,98.9,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,claude-4.5-sonnet,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.595398,34.37,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,claude-4.5-sonnet,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.642351,34.82,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,claude-4.5-sonnet,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.507184,34.43,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Rich,claude-4.5-sonnet,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.52109,34.41,102.2,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Rich,D:\桌面\RAL-Bench\tasks\Rich\rich.yaml,rich
reruns,Schedule,gpt-5.2,1,0.5,0.654,0.7055,1.0,1.0,0.0,0.0,1.690039,37.42,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Schedule,D:\桌面\RAL-Bench\tasks\Schedule\schedule.yaml,schedule
reruns,Schedule,gpt-5.2,2,0.5,0.654,0.7055,1.0,1.0,0.0,0.0,1.694373,38.76,97.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Schedule,D:\桌面\RAL-Bench\tasks\Schedule\schedule.yaml,schedule
reruns,Schedule,gpt-5.2,3,0.5,0.654,0.7055,1.0,1.0,0.0,0.0,1.864877,38.49,98.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Schedule,D:\桌面\RAL-Bench\tasks\Schedule\schedule.yaml,schedule
reruns,Schedule,gpt-5.2,4,0.5,0.654,0.7055,1.0,1.0,0.0,0.0,1.637728,37.92,103.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Schedule,D:\桌面\RAL-Bench\tasks\Schedule\schedule.yaml,schedule
reruns,Schedule,gpt-5.2,5,0.5,0.654,0.7055,1.0,1.0,0.0,0.0,1.672253,37.57,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Schedule,D:\桌面\RAL-Bench\tasks\Schedule\schedule.yaml,schedule
reruns,Schedule,gemini-3-pro-preview,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.632281,38.16,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Schedule,D:\桌面\RAL-Bench\tasks\Schedule\schedule.yaml,schedule
